gdetail_no,grade_no,gdetail_name,sort_no
100008450,10005192,"이코노미",0
100011085,10005307,"단축",0
100011086,10005307,"중축",0
100008243,10004777,"고급형",0
100008361,10005328,"마이티 II",0
100008420,10004778,"아이덴티티 일반형",0
100009068,10004778,"고급형",0
100008877,10003729,MULTY,0
100009801,10003750,"n(네티)고급형",0
100013227,10003954,"스마트 스페셜",0
100009690,10004003,"판넬밴 SVX",0
100009096,10004607,"럭셔리 프리미엄",0
100009867,10004796,"2.0 SPECIAL",0
100010040,10004887,"가솔린 VG",0
100010576,10005448,Plus,0
100010828,10008214,"d xDrive 인디비주얼",0
100010737,10008326,"다이나믹",0
100010745,10008339,"다이나믹",0
100010751,10008344,"프리미엄",0
100013560,10008346,"프리미엄",0
100010757,10008347,"스포츠",0
100010618,10008574,996,0
100010661,10008587,991,0
100010667,10008591,991,0
100010670,10008592,991,0
100007122,10003753,"기본형",0
100008779,10003772,GSL,0
100009733,10003773,DLX,0
100008734,10003782,GL,0
100009119,10003862,"모젠팩",0
100008880,10003937,MX,0
100008214,10003965,"고급형",0
100007157,10003966,"기본형",0
100013392,10003975,"LPG 웨곤 울트라형",0
100010220,10003982,"GRX RV 터보인터쿨러 ",0
100010263,10003982,"GOLD RV 터보인터쿨러 ",0
100010256,10003983,"SVX 4WD",0
100010245,10003983,"SVX ",0
100010219,10003983,"GRX MULTI RV",0
100008669,10003983,"CLUB 4WD",0
100009968,10003983,"GOLD RV 4WD",0
100009755,10003983,"GOLD RV",0
100008774,10003984,"GRX 점보 터보인터쿨러 ",0
100008042,10003984,"SVX 점보",0
100008039,10003985,"SV 점보",0
100008961,10003985,"SVX 점보 ",0
100007808,10004130,GLXi,0
100010539,10007638,"다이나믹",0
100010964,10007676,"모던 스페셜",0
100007123,10003770,"기본형",0
100008738,10003955,"GL 고급형",0
100009747,10003955,"GLS 고급형",0
100009376,10003955,"GLS 기본형",0
100007791,10003955,"GL 기본형",0
100007792,10003956,"GL 기본형",0
100009748,10003956,"GLS 고급형",0
100013352,10003957,"월드컵",0
100008756,10003958,"GLS 고급형",0
100009961,10003958,"GL 고급형",0
100009745,10003958,"GL 기본형",0
100009380,10003958,"GLS 최고급형",0
100008740,10003959,"GL 고급형",0
100007793,10003959,"GL 기본형",0
100008213,10003960,"고급형",0
100009229,10003960,"최고급형",0
100009749,10003961,"GLS 고급형",0
100009964,10003961,"GLS 최고급형",0
100007794,10003961,"GL 기본형",0
100008108,10003776,1500,0
100007228,10004214,"내장탑",0
100008215,10003966,"고급형",0
100011745,10003966,"이코노미",0
100007158,10003967,"기본형",0
100007159,10003968,"기본형",0
100009230,10003968,"최고급형",0
100011753,10003968,"월드컵",0
100007160,10003969,"기본형",0
100007161,10003970,"기본형",0
100013394,10003976,"웨곤 기본형",0
100010649,10008583,993,0
100010651,10008584,997,0
100010654,10008584,964,0
100013142,10008631,"에디션 970",0
100013143,10008631,"플래티넘 에디션 970",0
100010678,10008672,"익스클루시브 스페셜",0
100010681,10008673,"익스클루시브",0
100010684,10008673,"파이니스트에디션",0
100011114,10008674,"익스클루시브",0
100011551,10008674,"익스클루시브 스페셜",0
100011552,10008675,"익스클루시브 스페셜",0
100012931,10008714,"F스포츠",0
100012922,10008803,LX,0
100012923,10008803,EX,0
100012921,10008810,EX,0
100011851,10003895,"최고급형 모젠팩",0
100009944,10004213,"홈로리",0
100012623,10009061,"기본형",0
100010241,10003982,"GRX MULTI 점보 터보인터쿨러 ",0
100009914,10003854,"이노베이션 인터쿨러",0
100008591,10003855,"터보엑시드",0
100007264,10003855,"디젤엑시드",0
100008027,10003875,STD,0
100008710,10003876,"DOHC DLX",0
100009736,10003876,"DOHC SUPER-DLX",0
100009339,10003876,"DOHC DLX 4WD",0
100011834,10003992,HSV,0
100009610,10004213,"덤프",0
100011832,10003999,"판넬밴 GX",0
100008286,10004213,"냉동탑",0
100007227,10004213,"내장탑",0
100009302,10004361,"프리미엄",0
100007590,10004212,"판넬밴 DLX",0
100008280,10004212,"글라스밴 SDX",0
100008279,10004211,"글라스밴 SDX",0
100007589,10004211,"판넬밴 DLX",0
100009262,10004210,"코치 SDX",0
100008574,10004210,"코치 DLX",0
100007392,10004604,"스페셜",0
100009226,10003893,"최고급형",0
100007152,10003893,"기본형",0
100008210,10003893,"고급형",0
100009644,10004779,"아이덴티티 고급형",0
100007463,10004779,"일반형",0
100007545,10004210,"코치 STD",0
100012260,10004783,"일반형",0
100007544,10004209,"코치 SDX",0
100010579,10007975,"14인승",0
100013080,10008145,"시그니처",0
100007543,10004208,"코치 SDX",0
100009684,10004208,"판넬밴 DLX",0
100012593,10009178,CL,0
100010042,10004208,"글라스밴 SDX",0
100009885,10004208,"글라스밴 DLX",0
100010022,10003750,"w(월드)기본형",0
100006944,10003773,88,0
100009396,10003782,GS,0
100009153,10003801,"슈퍼형",0
100011730,10003801,"레드팩",0
100011731,10003802,"슈퍼형",0
100008335,10003802,"레드팩",0
100007128,10003802,"기본형",0
100006975,10003803,"고급형",0
100007604,10003816,"프라다",0
100007137,10003817,"기본형",0
100008404,10003817,"스페셜",0
100011516,10003817,"다이나믹 스페셜",0
100007138,10003818,"기본형",0
100008406,10003819,"스페셜",0
100008056,10003820,"Turbo D",0
100008980,10003820,"Turbo P",0
100009533,10003820,"Turbo R",0
100009841,10003820,"Turbo RW",0
100007815,10003821,GT-P,0
100008057,10003822,"Turbo D",0
100008786,10003823,GT-R,0
100007816,10003823,GT-P,0
100008303,10003839,"디럭스",0
100007585,10003839,"트렌디",0
100009091,10003839,"럭셔리",0
100009276,10004207,"판넬밴 DLX",0
100012267,10004792,"일반형",0
100008278,10004207,"글라스밴 SDX",0
100007443,10003846,"유니크",0
100008454,10003846,"익스트림",0
100008978,10003847,"TUIX 블랙 라이트",0
100008054,10003847,"TUIX 크래용",0
100009638,10003862,"스마트팩",0
100011836,10003980,"SV 4WD",0
100010647,10008583,997,0
100010680,10008672,"파이니스트에디션",0
100012920,10008810,LX,0
100008999,10003560,"VIP PACK 1",0
100007535,10004207,"코치 멀티 ",0
100010073,10003722,"프리미어",0
100011765,10003722,"디럭스",0
100008492,10003723,"최고급형",0
100009169,10003723,"엘레강스",0
100009481,10003729,RS,0
100007770,10003730,"EURO MULTY",0
100007964,10003731,"PRO CS",0
100007768,10003733,EURO,0
100009505,10003734,"SPECIAL EDITION",0
100007965,10003736,"PRO CS",0
100008907,10003736,"PRO DOHC 레이싱",0
100009475,10003736,"PRO TGR",0
100008704,10003737,DOHC,0
100007697,10003737,CS,0
100007769,10003739,"EURO CS",0
100010118,10003750,"w(월드)고급형",0
100010171,10003750,"w(월드)슈퍼형",0
100009546,10003751,"w(월드)고급형",0
100009857,10003751,"w(월드)슈퍼형",0
100009002,10003751,"w(월드)기본형",0
100007857,10003751,"i(인터)기본형",0
100007378,10003752,"스페셜",0
100008649,10003753,"플러스",0
100011618,10004197,"고급형",0
100011617,10004197,"기본형",0
100007401,10004196,"스포츠",0
100008600,10004195,"트렌디",0
100008659,10003773,APEX,0
100009584,10003782,GSD,0
100008389,10003803,"슈퍼형",0
100009097,10003803,"레드팩",0
100008336,10003804,"레드팩",0
100007638,10003804,"프리미엄 사운드팩",0
100011733,10003804,"고급형",0
100011734,10003804,"슈퍼형",0
100007129,10003805,"기본형",0
100010830,10008214,"Ld B&O 에디션",0
100010838,10008219,i,0
100010736,10008326,"스포츠",0
100012266,10004796,"2.0 LPG 디럭스 고급형",0
100007382,10004195,"스페셜",0
100009562,10004797,"2.0 LPG 디럭스",0
100007381,10004194,"스페셜",0
100009027,10004799,"2.0 DOHC",0
100008220,10004193,"고급형",0
100007164,10004193,"기본형",0
100010052,10004192,"스페셜",0
100009124,10004192,"뷰티 기본형",0
100009868,10004799,"2.0 SUPER",0
100009623,10004192,"뷰티 프리미엄",0
100009896,10004192,"뷰티 블랙프리미엄",0
100013342,10004836,"딥브라운 고급형",0
100008958,10004869,SUPER,0
100013324,10004892,"고급형",0
100006985,10004192,"고급형",0
100008001,10003708,SL,0
100011776,10003708,"SL 월드컵",0
100008383,10003709,"센스 SL",0
100007336,10003709,"센스 L",0
100008036,10003710,SV,0
100008916,10003710,SD,0
100011777,10003710,"SV 고급",0
100011778,10003710,"SV 슈퍼",0
100011779,10003710,"SV 월드컵",0
100011780,10003710,"SD 고급",0
100011783,10003710,"SD 슈퍼",0
100011785,10003710,"SD 월드컵",0
100010083,10003718,"GD 슈퍼형",0
100009760,10003719,"GV 기본형",0
100009974,10003719,"GV 고급형",0
100009433,10005458,"LS+형",0
100008979,10003848,"TUIX 블랙 라이트",0
100008263,10004192,"고급형 블랙프리미엄",0
100013141,10008631,970,0
100010677,10008672,"익스클루시브",0
100011116,10008675,"익스클루시브",0
100012930,10008714,"슈프림",0
100012592,10009178,CO,0
100009473,10005500,Premium,0
100012080,10005512,"기본형",0
100011338,10005513,"래더패키지",0
100011941,10003552,"기본형",0
100008283,10004191,"기본형 블랙프리미엄",0
100009905,10004191,"스페셜",0
100009589,10004191,"고급형 블랙프리미엄",0
100009060,10004191,"고급형 ",0
100008500,10004188,"최고급형",0
100007162,10004188,"기본형",0
100008499,10004187,"최고급형",0
100013252,10004184,"기본형",0
100008764,10004170,GOLD,0
100008848,10004160,LSDi,0
100006970,10003621,"고급형",0
100008489,10003621,"최고급형",0
100009155,10003808,"슈퍼형",0
100011515,10003817,"다이나믹",0
100008614,10004429,"프레스티지",0
100012220,10004440,"GX 고급형",0
100010685,10008674,"프레스티지",0
100007035,10004451,"고급형",0
100008722,10004470,"EST ",0
100007246,10004615,"디럭스",0
100010691,10009388,2WD,0
100010692,10009388,4WD,0
100013349,10009389,"TUIX 크래용",0
100011774,10009396,"스페셜",0
100011782,10009396,"스페셜 TUIX 크래용",0
100011790,10009401,"스페셜",0
100011791,10009401,"스페셜 TUIX 크래용",0
100013350,10009402,"TUIX 크래용",0
100011681,10009406,"블랙 라이트",0
100011680,10009409,"블랙 라이트",0
100012288,10009411,"스페셜",0
100012289,10009412,"기본형",0
100012290,10009412,"스페셜",0
100009537,10003548,VIP,0
100011942,10003552,"알칸타라 셀렉션",0
100009541,10003560,"VIP PACK 2",0
100007607,10003566,"프레스티지",0
100007608,10003567,"프레스티지",0
100008070,10003568,VL,0
100009000,10003568,VLS,0
100008061,10003569,V6,0
100008327,10004615,"럭셔리",0
100007628,10004735,"프리미엄",0
100012261,10004783,"고급형",0
100012152,10004800,"2.0 ROYALE 고급형",0
100009453,10004812,"MK 일반형",0
100009887,10004812,"다이아몬드",0
100009779,10004814,"LK 고급형",0
100010669,10008591,996,0
100010683,10008673,"프레스티지",0
100007723,10004814,"DK 일반형",0
100007208,10004819,"기본형",0
100007209,10004820,"기본형",0
100009455,10004822,MPFi,0
100009456,10004823,MPFi,0
100013338,10004826,"일반형",0
100013339,10004826,"고급형",0
100008059,10003537,V6,0
100008988,10003537,"V6 SV",0
100008482,10003543,"최고급형",0
100009536,10003543,VIP,0
100011798,10003543,"밸류",0
100006962,10003544,"고급형",0
100007107,10003548,"기본형",0
100011075,10006918,"럭셔리",0
100008310,10004828,"디젤",0
100013084,10008147,"시그니처",0
100012329,10008160,"하이",0
100011619,10009426,"고급형 블랙프리미엄",0
100012264,10004831,"베이지인테리어",0
100009784,10004895,"LT 고급형",0
100009438,10004895,"LT 기본형",0
100013297,10005001,"S/S 컬렉션",0
100011425,10005066,"익스큐티브",0
100008020,10005448,STAR,0
100008021,10005454,STAR,0
100012626,10006248,"스페셜에디션",0
100011813,10003549,"알칸타라 셀렉션",0
100007771,10003735,"EURO MULTY",0
100013381,10003979,"LPG 판넬밴 슈퍼형",0
100011825,10003997,"하이루프밴 GX 점보",0
100011828,10003997,"판넬밴 GX",0
100011829,10003997,"판넬밴 GRX",0
100007996,10004122,"Si KL",0
100007379,10004147,"스페셜",0
100009243,10004569,"최고급형",0
100008778,10004729,GSi,0
100011915,10009374,"튜익스 에디션II",0
100011620,10009426,"기본형",0
100011621,10009426,"기본형 블랙프리미엄",0
100011622,10009427,"고급형 블랙프리미엄",0
100007868,10003778,L,0
100007127,10003801,"기본형",0
100008452,10003841,"익스트림",0
100009296,10003863,"프리미엄",0
100008000,10003536,SIGNATURE,0
100008629,10003944,"프리미어",0
100009377,10003956,"GLS 기본형",0
100013393,10003975,"LPG 웨곤 울트라 슈퍼형",0
100013395,10003976,"웨곤 울트라 슈퍼형",0
100010265,10003983,"SVX Multi",0
100013244,10004109,"최고급형",0
100008338,10004316,"레저형",0
100007037,10004579,"고급형 ",0
100013336,10004803,"이코노미",0
100010835,10008216,L,0
100011117,10008675,"파이니스트 에디션",0
100013348,10009397,"TUIX 크래용",0
100011125,10009434,"스페셜",0
100011286,10009434,"기본형",0
100011127,10009437,"스페셜",0
100011288,10009437,"기본형",0
100010164,10003985,"SVX 터보인터쿨러",0
100010697,10009496,"프레스티지",0
100011821,10003993,HSV,0
100010706,10009508,SE,0
100010708,10009508,RE,0
100007696,10003732,CS,0
100007870,10003781,L,0
100008698,10003875,DLX,0
100008011,10003876,"SOHC DLX",0
100011526,10003938,EST,0
100008437,10003976,"웨곤 그랜드 살롱형",0
100007933,10004164,LXDi,0
100007877,10004165,"L 기본",0
100008825,10004165,"L 고급",0
100011639,10004344,"LX 비지니스",0
100008708,10004824,DOHC,0
100008709,10004825,DOHC,0
100009854,10005066,VVIP,0
100010176,10005131,"7인 4WD 브라운에디션",0
100008357,10005324,"마이티 II",0
100010436,10007298,"쿠페",0
100013237,10004110,"기본형",0
100010607,10008570,991,0
100010679,10008672,"프레스티지",0
100012287,10009411,"기본형",0
100011287,10009435,"기본형",0
100010707,10009508,LE,0
100010718,10009522,"프라다",0
100010720,10009523,"프라다",0
100010721,10009524,VIP,0
100010722,10009524,"프레지던트",0
100010726,10009526,"기본형",0
100010727,10009526,PLUS,0
100011566,10009526,"밸류플러스",0
100010728,10009527,"기본형",0
100010729,10009527,PLUS,0
100012928,10009539,"트렌디",0
100012929,10009539,"럭셔리",0
100010840,10009540,"슈프림",0
100010772,10009551,"디럭스",0
100010780,10009555,"기본형",0
100010781,10009555,A,0
100010782,10009555,C,0
100010783,10009555,E,0
100010995,10009555,"스타일",0
100010784,10009556,"기본형",0
100010785,10009556,"스페셜",0
100010787,10009559,A,0
100013088,10009622,P,0
100013089,10009622,H,0
100013085,10009627,"기본형",0
100009284,10004615,"프레스티지",0
100013126,10009709,"리저브",0
100013127,10009709,"셀렉트",0
100007785,10003963,GL,0
100009651,10003978,"윈도우밴 고급형",0
100009260,10004208,"코치 멀티",0
100007893,10004223,LS,0
100009431,10004401,"LPG LAND",0
100009404,10004423,"GX 11인승",0
100013274,10004752,"프리미엄",0
100008720,10004812,"EK 고급형",0
100006906,10005128,"2WD 고급형",0
100009361,10005177,"EZ SPECIAL",0
100007194,10004668,"기본형",0
100010540,10007639,"다이나믹",0
100010541,10007639,"프레스티지",0
100010544,10007641,"프레스티지",0
100010593,10008565,991,0
100010596,10008565,993,0
100011126,10009435,"스페셜",0
100010788,10009559,C,0
100010790,10009560,"기본형",0
100013087,10009622,SE,0
100013086,10009627,P,0
100013128,10009715,"리저브",0
100013130,10009722,"리저브",0
100013131,10009722,"셀렉트",0
100009618,10004787,"밀레니엄 스페셜",0
100012274,10004788,"디럭스 럭셔리",0
100013866,10010017,"10TH 에디션",0
100008247,10004832,"고급형",0
100007467,10004832,"일반형",0
100007468,10004836,"일반형",0
100012265,10004836,"베이지인테리어",0
100008281,10004871,"글라스밴 SUPER",0
100013640,10010074,"25th 스페셜 에디션",0
100013132,10010074,"라레도",0
100011689,10003764,"고급형",0
100010037,10003854,"5인승",0
100008588,10003860,"터보(숏바디)",0
100008495,10003895,"최고급형",0
100009963,10003956,"GLS 최고급형",0
100008760,10004420,"GLX 기본형",0
100009067,10004749,"고급형",0
100009440,10004896,"LT 익스트림",0
100010059,10004957,"장애우용 플러스",0
100008366,10005041,"마제스티",0
100006900,10006578,2WD,0
100007081,10004872,"글라스밴 DLX",0
100012586,10008196,"d xDrive  M스포츠 리미티드",0
100011355,10010074,"75th 스페셜 에디션",0
100011331,10010074,"서밋",0
100011332,10010074,"오버랜드",0
100011333,10010074,"리미티드",0
100011334,10010075,"오버랜드",0
100011335,10010075,"리미티드",0
100013133,10010075,"라레도",0
100013569,10010075,"리미티드X",0
100013265,10010075,"서밋",0
100013134,10010077,SRT8,0
100010861,10010125,"5인",0
100010862,10010125,"7인",0
100010863,10010126,"5인",0
100010864,10010126,"7인",0
100010865,10010127,"5인",0
100010866,10010127,"7인",0
100010869,10010132,C-TECH,0
100010870,10010132,"PLUS C-TECH",0
100010871,10010133,GT,0
100010872,10010133,Cambiocorsa,0
100010881,10010137,"프레지던트",0
100010882,10010138,"노블레스",0
100010883,10010139,VIP,0
100012053,10010140,"장애인용",0
100012054,10010140,"택시렌터카",0
100008577,10004873,"코치 SUPER",0
100011595,10004876,"슈퍼",0
100011598,10004877,"슈퍼",0
100013370,10004887,"LPG 스페셜 고급형 드림넷",0
100008850,10004894,"LT 고급형",0
100010100,10004895,"LT 최고급형",0
100009989,10004896,"LTX 최고급형",0
100007517,10004898,"최고급형",0
100011970,10004906,"슈프림 블랙",0
100007861,10003940,JX,0
100007619,10003945,"프리미엄",0
100008862,10004140,LX,0
100009174,10004250,"월드컵",0
100008503,10004250,"최고급형",0
100007679,10004273,CLASSIC,0
100010779,10004568,"프레스티지",0
100013284,10004813,MK,0
100014095,10014323,W220,1
100016229,10015438,"스마트 셀렉션",1
100014104,10014325,W220,1
100014951,10015754,"슈퍼",1
100016355,10017187,"M 스포츠",1
100015017,10015779,"골드",1
100009272,10005420,"트라고",1
100014133,10014341,CC390,1
100007633,10005489,"프리미엄",1
100016082,10016904,"스마트",1
100014578,10015274,LT,1
100015455,10016348,"프레스티지",1
100015398,10016280,GLX,1
100015396,10016274,"프레스티지",1
100014672,10015541,"더쎈",1
100016296,10015545,"기본형",1
100016298,10015546,"기본형",1
100014665,10015435,"프레스티지",1
100014650,10015390,"기본형",1
100014648,10015389,"기본형",1
100014646,10015388,"기본형",1
100014644,10015387,"기본형",1
100014635,10015330,"5인승",1
100014613,10015311,A5,1
100015135,10015858,GLX,1
100014565,10015269,"스마트",1
100015137,10015859,GLX,1
100014560,10015268,"스마트",1
100009500,10003624,"스마트",1
100016481,10014167,"기본형",1
100016354,10017181,"기본형",1
100015395,10016272,"럭셔리",1
100014743,10015619,DLX,1
100007783,10003657,"GL 기본형",1
100015140,10015870,GL,1
100015393,10016236,"울트라",1
100014747,10015620,DLX,1
100007270,10003610,"럭셔리",1
100015389,10016207,"GX스페셜",1
100014754,10015621,DLX,1
100007343,10005217,"숏바디",1
100015383,10016199,"슈퍼",1
100015376,10016178,GLX,1
100015374,10016176,SDX,1
100011792,10012297,"CVX 디럭스",1
100015486,10016382,"프레스티지",1
100014762,10015627,"슈퍼",1
100016358,10014359,"플러스",1
100015372,10016175,GLX,1
100014590,10015289,"리미티드",1
100016194,10017012,"익스클루시브",1
100014979,10015760,"디럭스",1
100015343,10016118,"럭셔리",1
100015359,10016157,"골드",1
100015865,10016736,"에어",1
100014155,10014360,"모멘텀",1
100015358,10016155,"GX스페셜",1
100010384,10007247,"기본형",1
100011399,10011824,"디럭스",1
100015862,10016735,"에어",1
100014148,10014361,"모멘텀",1
100015355,10016154,GLX,1
100013929,10013491,"기본형",1
100016191,10017011,"익스클루시브",1
100015354,10016150,"럭셔리",1
100014768,10015654,"하이슈퍼",1
100014769,10015664,"하이슈퍼",1
100014550,10015264,"스마트",1
100014771,10015673,GL,1
100016188,10017010,"익스클루시브",1
100013817,10014055,"트렌디",1
100014774,10015674,GL,1
100016352,10017180,"에어",1
100011871,10003600,"기본형",1
100014779,10015677,GL,1
100007704,10004011,"CVX 디럭스",1
100016187,10017009,"익스클루시브",1
100014782,10015678,GL,1
100016432,10017346,"E-Value +",1
100014178,10014381,"프레스티지",1
100014786,10015679,GLS,1
100014787,10015681,GL,1
100014788,10015682,GL,1
100016027,10013782,"기본형",1
100015854,10016710,"럭셔리",1
100006964,10003607,"고급형",1
100014953,10015755,"골드",1
100013931,10014250,"럭셔리",1
100015493,10016389,GL,1
100014549,10015263,"모던",1
100014546,10015262,"스마트",1
100013967,10012903,"3세대",1
100014962,10015756,"골드",1
100015966,10016790,"2세대",1
100015972,10016791,"2세대",1
100015989,10016848,"노블레스 라이트",1
100015850,10016703,"디럭스",1
100014970,10015759,"골드",1
100013935,10014251,"디럭스",1
100011435,10011868,"스타일",1
100014668,10015436,"트렌디",1
100014968,10015758,"디럭스",1
100014967,10015757,"슈퍼",1
100014946,10015753,"골드",1
100014940,10015725,GX,1
100014938,10015722,GL,1
100014823,10015692,DLX,1
100014081,10007875,W220,1
100014934,10015715,LTD,1
100015565,10016418,"스마트",1
100015851,10005334,"마이티",1
100015965,10013871,"2세대",1
100010511,10004602,"기본형",1
100014051,10012942,"2세대",1
100015936,10010040,WK,1
100013961,10014099,"3세대",1
100014083,10007876,W220,1
100015341,10016108,"디럭스",1
100016238,10017055,"프레스티지",1
100015938,10010041,WK,1
100015940,10010042,WK2,1
100015915,10010043,WK2,1
100015918,10010044,WK2,1
100015921,10010046,WK,1
100015922,10010047,WK,1
100016227,10017054,"XLE ",1
100016219,10017044,R,1
100015923,10010048,ZJ,1
100014057,10014105,"2세대",1
100015925,10010049,WJ,1
100013986,10014125,"3세대",1
100015927,10010050,ZJ,1
100007095,10003500,"기본형",1
100007569,10003503,"탑",1
100016217,10017043,C,1
100015928,10010051,WK,1
100016019,10013780,"기본형",1
100015930,10010052,WK2,1
100016216,10017038,"3세대",1
100015931,10010053,WK2,1
100016203,10017013,"오버트레일",1
100015932,10010054,WK2,1
100007699,10003613,CVVL,1
100012281,10003514,"기본형",1
100015365,10016161,"럭셔리",1
100016025,10013781,"기본형",1
100015364,10016159,"슈퍼",1
100013978,10014275,"3세대",1
100013991,10014276,"3세대",1
100013997,10014278,"3세대",1
100014001,10014279,"3세대",1
100014010,10014280,"3세대",1
100014012,10014282,"3세대",1
100014058,10014291,"2세대",1
100014059,10014292,"2세대",1
100007805,10004424,"GLX 기본형",1
100014065,10014296,"2세대",1
100014068,10014297,"2세대",1
100014442,10015177,"9인승",1
100014069,10014298,"2세대",1
100014658,10015437,"프레스티지",1
100014843,10015695,GX,1
100015849,10016702,"디럭스",1
100015508,10016401,GL,1
100015878,10008450,"6세대",1
100015344,10016119,GX,1
100011359,10011785,"기본형",1
100011118,10011402,"럭셔리",1
100014092,10007883,W220,1
100013954,10010146,"1세대",1
100014852,10015696,GLX,1
100010925,10011019,"12인승",1
100015617,10016449,L,1
100014855,10015697,DLX,1
100013957,10010147,"3세대",1
100013958,10010148,"3세대",1
100016080,10016902,"스마트",1
100014034,10014285,"3세대",1
100014931,10015713,LTD,1
100014927,10015710,GLX,1
100014863,10015698,DLX,1
100013962,10010149,"1세대",1
100014923,10015709,GLX,1
100014916,10015705,DLX,1
100014903,10015704,DLX,1
100013965,10010155,"3세대",1
100013963,10010156,"3세대",1
100013973,10010157,"3세대",1
100013974,10010158,"3세대",1
100013979,10010160,"3세대",1
100013989,10010161,"3세대",1
100007344,10005219,"숏바디",1
100011384,10011819,"프레스티지",1
100015366,10016173,GLX,1
100015881,10008448,"6세대",1
100015757,10005325,"이스즈엘프",1
100012280,10012383,"기본형",1
100013489,10012100,"개인형",1
100011930,10003662,"기본형",1
100012208,10012360,"파이오니어 X",1
100012317,10012394,"기본형",1
100015605,10016444,L,1
100014007,10010162,"3세대",1
100016176,10017008,"익스클루시브",1
100014402,10015111,C6,1
100014407,10015115,8R,1
100013232,10011990,"트렌디",1
100011432,10011867,"프리미엄",1
100014876,10015699,DLX,1
100014298,10014642,"프로",1
100013618,10011825,"플래티넘",1
100014195,10011735,"9세대",1
100013998,10010166,"3세대",1
100015456,10016349,"럭셔리",1
100014895,10015703,DLX,1
100014883,10015701,GX,1
100007092,10003496,"기본형",1
100016182,10017007,"익스클루시브",1
100014002,10010167,"3세대",1
100014013,10010168,"2세대",1
100007453,10005299,"일반캡",1
100014035,10014286,"3세대",1
100011094,10005310,"단축",1
100014015,10010169,"3세대",1
100015000,10015775,"골드",1
100014016,10010170,"3세대",1
100008058,10003581,TXL,1
100008126,10003591,2.5,1
100014017,10010171,"3세대",1
100014018,10010172,"3세대",1
100014019,10010173,"3세대",1
100014020,10010174,"3세대",1
100014021,10010176,"3세대",1
100014024,10010179,"2세대",1
100014025,10010180,"2세대",1
100014026,10010181,"3세대",1
100014995,10015774,"골드",1
100014031,10010183,"3세대",1
100007701,10003622,CVVL,1
100015581,10016428,L,1
100014036,10010184,"3세대",1
100008695,10003582,DLX,1
100015963,10012623,"1세대",1
100015577,10016426,L,1
100014044,10010193,"2세대",1
100014235,10014434,"기본형",1
100007345,10005220,"숏바디",1
100008713,10003680,"E16 디럭스",1
100016013,10015195,"기본형",1
100014099,10007888,W220,1
100006932,10005498,"5인",1
100006933,10005499,"5인",1
100010809,10008212,i,1
100015848,10016701,"디럭스",1
100007444,10005260,"이동업무차량",1
100016345,10017168,"모던",1
100016351,10017167,"모던",1
100007449,10005295,"일반캡",1
100007236,10003509,"디럭스",1
100015847,10016700,"디럭스",1
100015351,10016143,"슈퍼",1
100016334,10017166,"모던",1
100016328,10017165,"모던",1
100016067,10013443,"기본형",1
100014054,10014096,"2세대",1
100015347,10016142,"디럭스",1
100010808,10008209,Li,1
100015346,10016140,L,1
100015345,10016139,L,1
100007149,10003889,"기본형",1
100011807,10012299,"CVX 디럭스",1
100011854,10003897,"CLX 디럭스",1
100016179,10017006,"익스클루시브",1
100010506,10004598,"기본형",1
100016173,10017005,"익스클루시브",1
100007782,10003647,GL,1
100015729,10015261,"모던 플러스",1
100015538,10016407,"모던",1
100016006,10016857,SV,1
100015339,10016107,"디럭스",1
100016031,10013784,"기본형",1
100014039,10012853,"3세대",1
100016509,10005327,"더 뉴 마이티",1
100013996,10013857,"3세대",1
100015337,10016105,"디럭스",1
100014220,10014402,"익스클루시브",1
100015630,10016463,L,1
100016327,10016101,"슈퍼",1
100015629,10016462,"스마트",1
100014046,10010194,"2세대",1
100014047,10010195,"2세대",1
100015962,10010196,"1세대",1
100016322,10017145,"2WD L3.5",1
100015974,10010198,"1세대",1
100014061,10010201,"2세대",1
100015334,10016099,"럭셔리",1
100016170,10017004,"익스클루시브",1
100016167,10017003,"익스클루시브",1
100016164,10017002,"익스클루시브",1
100016160,10016977,"브로엄 일반형",1
100016159,10016975,"럭셔리",1
100016152,10016968,"7인승",1
100014063,10010202,"2세대",1
100014067,10010203,"1세대",1
100014223,10014403,"익스클루시브",1
100014040,10010220,MK4,1
100014041,10010221,MK5,1
100014573,10015271,"소 시크",1
100007316,10005318,"마이티2",1
100010479,10007435,"프리미엄",1
100016146,10016967,"2WD  일반(5인승)",1
100015628,10016461,L,1
100011372,10011808,"프리미엄",1
100016134,10016950,"익스클루시브 EQ",1
100015846,10016699,"디럭스",1
100013906,10003615,"기본형",1
100007711,10003619,"디럭스",1
100015505,10016398,GL,1
100015973,10015252,"2세대",1
100007147,10003885,"기본형",1
100007634,10005490,"프리미엄",1
100016317,10017138,"3세대",1
100015332,10016097,"럭셔리",1
100015845,10016698,"디럭스",1
100016137,10013319,"기본형",1
100015834,10016697,"슈퍼",1
100013174,10011809,"프리미엄",1
100014325,10014871,"프리미엄",1
100014229,10014404,"익스클루시브",1
100014029,10014284,"3세대",1
100016131,10016948,E-Value+,1
100016003,10014522,HSE,1
100016004,10014519,HSE,1
100011382,10011812,"프리미엄",1
100016005,10014520,HSE,1
100013810,10014052,"라이트",1
100013678,10013904,"프레스티지",1
100014556,10014569,"스마트",1
100011023,10006887,"럭셔리 SWB",1
100015322,10016061,DLX,1
