gdetail_no,grade_no,gdetail_name,sort_no
100008785,10003821,GT-R,0
100011697,10003946,"스타일",0
100008630,10003950,"프리미어",0
100010166,10004316,"TLX 세이프티",0
100007830,10004439,GX,0
100009258,10004473,"코치 라운지",0
100009076,10004494,"그랜드 판넬밴 GS ",0
100009723,10004580,COOL,0
100007191,10004595,"기본형",0
100007594,10004655,"패밀리",0
100007042,10004660,"고급형",0
100009369,10004727,GLE,0
100007199,10004749,"기본형",0
100012120,10004780,"일반형",0
100012121,10004781,"일반형",0
100006874,10004799,"2.0 DIAMOND",0
100013332,10004799,"2.0 스페셜 고급형",0
100013343,10004831,"딥브라운",0
100009437,10004893,"LT 기본형",0
100009238,10004260,"최고급형",0
100007944,10004932,PLUS,0
100007955,10005028,PLUS,0
100008146,10005165,4WD,0
100006893,10005165,2WD,0
100009150,10005187,"슈퍼프라임",0
100007445,10005191,"이코노미",0
100010077,10004260,"하이오너형",0
100010137,10004259,"최고급형-하이오너형",0
100012096,10005473,"기본형",0
100013074,10006910,"프리미엄",0
100010063,10004259,"최고급형-럭셔리",0
100009072,10004259,"고급형-하이오너형",0
100009856,10003755,"w 고급형",0
100011678,10003839,"월드컵 스페셜에디션",0
100010113,10003849,V6,0
100008593,10003857,"터보엑시드",0
100009920,10004259,"최고급형",0
100009650,10004259,"웰빙 스페셜",0
100009114,10003953,"모던",0
100009685,10003998,"판넬밴 GRX RV",0
100010105,10004156,SLX,0
100009333,10004288,DLX,0
100009674,10004473,"코치 레인보우",0
100009598,10004494,"글라스밴 GS ",0
100007038,10004580,"고급형 ",0
100008428,10004655,"엘레강스",0
100009398,10004728,GSi,0
100008641,10004749,"프리미엄",0
100012122,10004781,"고급형",0
100008448,10004801,"이글",0
100008248,10004836,"고급형",0
100009308,10005127,"AWD 하이테크",0
100008661,10005127,"AWD 최고급형",0
100006992,10004259,"고급형",0
100009342,10005320,"e 마이티",0
100007302,10005320,"마이티",0
100013075,10006910,"S 프리미엄",0
100011066,10006915,"럭셔리",0
100011067,10006915,"프리미엄",0
100011068,10006915,R-Sport,0
100011069,10006916,"럭셔리",0
100011070,10006916,"프리미엄",0
100008266,10004259,"고급형-럭셔리",0
100007678,10004258,CEO,0
100009310,10004257,CEO,0
100008957,10004257,SUMMIT,0
100009498,10004256,SL,0
100008028,10004256,STD,0
100009700,10003723,"프리미어",0
100011728,10003808,"레드팩",0
100011679,10003839,"탑",0
100007603,10003850,"표준형",0
100008427,10003850,"엑시드",0
100007743,10004255,DOHC,0
100009860,10004134,"1.3 GLXi",0
100008088,10004135,"1.3 DM",0
100006844,10004135,"1.3 CD",0
100007801,10004157,GLX,0
100010225,10004158,"SOHC LS",0
100007012,10004318,"고급형",0
100008867,10004439,LX,0
100007595,10004656,"패밀리",0
100013344,10004831,"다크그레이",0
100007899,10004894,"LT 기본형",0
100008451,10004932,"익스클루시브",0
100007582,10005041,"트라이엄",0
100009851,10005065,VIP,0
100010019,10005065,VVIP,0
100009043,10005128,"4WD 고급형",0
100009574,10005128,"4WD 최고급형",0
100007522,10005137,"최고급형",0
100007069,10005166,"고급형",0
100009172,10005192,"옴니 엘리트",0
100009614,10005192,"롱",0
100007802,10004425,GLX,0
100011107,10005321,"메가트럭",0
100009283,10004253,"프라임",0
100011071,10006916,R-Sport,0
100011072,10006917,"럭셔리",0
100010371,10007243,"고급형",0
100012045,10007250,Plus,0
100008287,10004214,"냉동탑",0
100009817,10004167,SLX,0
100010012,10003723,TOP,0
100007790,10003724,"GL 기본형",0
100006976,10003809,"고급형",0
100009937,10003839,"프리미어 브라운스페셜",0
100007349,10003863,"슈프림",0
100008602,10003979,"판넬밴 고급형",0
100011698,10003946,"스마트",0
100007431,10003974,"웨곤 슈퍼형",0
100009683,10003979,"판넬밴 슈퍼형",0
100009179,10003979,"윈도우밴 슈퍼형",0
100008442,10003999,"윈도우밴 SVX",0
100009008,10004135,"1.3 EF",0
100009552,10004135,"1.3 FS",0
100010244,10004158,"SOHC RS",0
100007897,10004159,LSDi,0
100008782,10004289,GT,0
100008512,10004310,"최고급형",0
100008518,10004318,"최고급형",0
100012222,10004440,"EX 고급형",0
100010064,10004473,"코치 LTD",0
100009929,10004494,"판넬밴 GS ",0
100007396,10004657,"스페셜",0
100007596,10004658,"패밀리",0
100007192,10004666,"기본형",0
100008776,10004728,GSE,0
100008642,10004750,"프리미엄",0
100007200,10004750,"기본형",0
100007630,10004751,"프리미엄",0
100012119,10004782,"고급형",0
100013329,10004800,"2.0 디럭스 고급형 드림넷",0
100007718,10004802,DELUXE,0
100010290,10007090,"럭셔리",0
100010382,10007245,"기본형",0
100010469,10007430,"유니크",0
100008317,10003542,"럭셔리",0
100007034,10004450,"고급형",0
100011775,10003708,"SL 고급",0
100009959,10003718,"GD 고급형",0
100008390,10003809,"슈퍼형",0
100010056,10003839,"익스트림",0
100009871,10003857,2WD,0
100009227,10003894,"최고급형",0
100010851,10003922,"스페셜",0
100010852,10003926,"스페셜",0
100009457,10003938,"MX 고급형",0
100011699,10003947,"모던",0
100007614,10003947,"프리미어",0
100007372,10003954,"스타일",0
100008439,10003974,"웨곤 프로그랜드살롱",0
100008962,10003990,"SVX 점보 ",0
100009181,10003999,"윈도우밴 GX 점보 터보인터쿨러",0
100013242,10004113,"최고급형",0
100007892,10004160,LS,0
100009534,10004289,TX,0
100009641,10004310,"스페셜",0
100009299,10004318,"프리미엄",0
100012219,10004440,"GX 기본형",0
100010157,10004473,"LPG 라운지",0
100012225,10004494,"판넬밴 LS",0
100010069,10004494,"판넬밴 RS ",0
100008382,10004580,"세이프티",0
100012197,10007134,"기본형",0
100010490,10007438,LT,0
100010491,10007438,"LT 레더 패키지",0
100011427,10007577,"기본형",0
100011428,10007577,"하이",0
100012334,10007578,"블랙 에디션",0
100011322,10007640,"컴포트에디션",0
100010955,10007674,"스타일 피버",0
100010956,10007674,"모던 피버",0
100010958,10007675,"스타일 스페셜",0
100013546,10007675,"인스퍼레이션",0
100013548,10007676,"인스퍼레이션",0
100010963,10007676,"스타일 스페셜",0
100010568,10007700,"터보",0
100007593,10004472,"판넬밴 LST ",0
100008842,10004476,"LPG EST",0
100007536,10004477,"코치 장축",0
100007883,10003711,LE,0
100009746,10003724,"GLS 고급형",0
100009375,10003724,"GLS 기본형",0
100007765,10003734,ES,0
100008878,10003734,MULTY,0
100011688,10003763,"고급형",0
100007620,10003948,"프리미엄",0
100007687,10003992,CLUB,0
100012226,10004494,"글라스밴 LS",0
100007597,10004659,"패밀리",0
100007598,10004661,"패밀리",0
100010193,10004728,GTi,0
100008643,10004754,"프리미엄",0
100012262,10004784,"일반형",0
100013353,10004786,"고급형 드림넷",0
100013330,10004800,"2.0 로얄 고급형 드림넷",0
100007728,10004869,DLX,0
100009987,10004895,"LT 익스트림",0
100008945,10004950,"SPECIALE PLUS",0
100008889,10004956,PLUS,0
100007975,10005046,S,0
100007049,10005052,"고급형",0
100007471,10005139,"일반형",0
100011084,10005301,"중축",0
100009345,10005324,"e 마이티",0
100009928,10005324,"파맥스",0
100006838,10005487,+,0
100008078,10005487,"+ 더 퍼펙트 블랙",0
100011473,10006230,"하이테크",0
100007651,10006595,"해치백",0
100009490,10006596,SES,0
100010335,10007132,C-TECH,0
100010337,10007133,C-TECH,0
100010359,10007185,"다이나믹",0
100010360,10007186,"다이나믹",0
100010855,10007187,"디자인라인",0
100010858,10007188,"디자인 익스클루시브",0
100008998,10003559,"VIP PACK",0
100009962,10003724,"GLS 최고급형",0
100008723,10003739,"EURO DOHC",0
100007739,10003785,DOHC,0
100010854,10003934,"스페셜",0
100007428,10003949,"워너비",0
100009177,10003975,"웨곤 슈퍼형",0
100010276,10003982,"SVX 4WD",0
100012218,10004439,"GX 고급형",0
100012221,10004440,"LX 고급형",0
100008408,10004666,"스페셜",0
100010090,10004728,"GTE 포커스",0
100008938,10004755,SOHC,0
100009617,10004786,"밀레니엄 스페셜",0
100012147,10004800,"2.0 DELUXE",0
100013340,10004836,"베이지 고급형",0
100013341,10004836,"다크그레이 고급형",0
100009540,10005066,VIP,0
100008767,10005069,GOLD,0
100007070,10005167,"고급형",0
100011966,10005167,"EZ SPECIAL",0
100008639,10004740,"프리미엄",0
100008019,10005447,STAR,0
100011605,10005487,"+ 스타일패키지",0
100012625,10006248,"아웃도어 패키지",0
100009491,10006597,SES,0
100010338,10007134,M/T,0
100010364,10007189,"슈프림",0
100012333,10007578,"기본형",0
100008991,10003545,VIP,0
100011787,10003711,"LE 슈퍼",0
100010156,10003718,"LE 기본형",0
100009358,10003739,"EURO MULTY",0
100011729,10003809,"레드팩",0
100010032,10003857,4WD,0
100009992,10003938,"MX STYLE PACK",0
100007280,10003950,"럭셔리",0
100008212,10003957,"고급형",0
100013378,10003979,"판넬밴 그랜드살롱형",0
100008670,10003992,"CLUB 4WD",0
100011830,10003999,"윈도우밴 GX",0
100013235,10004114,"최고급",0
100008783,10004290,GT,0
100009899,10004310,"브라운프리미엄",0
100008973,10004323,"TLX 최고급형",0
100007772,10004440,EX,0
100009445,10004440,LX,0
100010198,10004473,"LPG EST",0
100008292,10004495,"단축",0
100007189,10004581,"기본형",0
100008673,10004581,COSMO,0
100008409,10004667,"스페셜",0
100010150,10004728,"GTE 살롱",0
100009501,10004755,"SOHC 고급형",0
100009334,10004786,DLX,0
100012148,10004800,"2.0 DELUXE 일반형",0
100012149,10004800,"2.0 DELUXE 고급형",0
100012212,10007675,"얼티밋 에디션",0
100010584,10007983,"고급형",0
100013083,10008147,"기본형",0
100012589,10008199,i,0
100010794,10008204,i,0
100010796,10008204,Li,0
100008843,10004887,"LPG VL",0
100010827,10008214,"d xDrive M 스포츠",0
100010831,10008214,"Ld 인디비주얼",0
100010738,10008326,"다이나믹 스포츠",0
100010739,10008327,"다이나믹",0
100010742,10008337,"다이나믹",0
100009149,10005185,"슈퍼프라임",0
100007105,10003546,"기본형",0
100007111,10003560,"기본형",0
100010051,10003724,"비지니스",0
100011101,10005312,"단축",0
100006979,10003895,"고급형",0
100013236,10004114,"스페셜 세이프티",0
100011623,10004325,"최고급형",0
100007028,10004408,"고급형",0
100008792,10004440,GX,0
100009834,10004440,TLX,0
100006918,10004474,"4륜구동",0
100008536,10004582,"최고급형  ",0
100009335,10004787,DLX,0
100012150,10004800,"2.0 ROYALE",0
100008959,10004870,SUPER,0
100007895,10004895,"LS기본형",0
100007943,10004929,PLUS,0
100009660,10004957,"장애우용 LE",0
100007518,10005053,"최고급형",0
100007050,10005054,"고급형",0
100009391,10005070,GOLD,0
100006908,10005130,"2WD 고급형",0
100008258,10005140,"고급형",0
100009254,10005140,"최고급형",0
100007475,10005168,"일반형",0
100008369,10003541,"밸류",0
100012194,10005449,"기본형",0
100011076,10006918,"AWD 프리미엄",0
100010342,10007135,M/T,0
100010344,10007136,C-TECH,0
100010383,10007245,"스페셜",0
100010453,10007360,"프리미엄",0
100010470,10007430,"PYL A/T",0
100011274,10011609,"11인승",0
100008060,10003538,V6,0
100011788,10003711,"LE 월드컵",0
100007693,10003747,CR,0
100009658,10003850,"인터쿨러엑시드",0
100009188,10003857,"인터쿨러슈퍼",0
100008625,10003863,"프리미어",0
100009458,10003935,MXL,0
100013379,10003979,"윈도우밴 울트라 슈퍼형",0
100008041,10003993,SVX,0
100007813,10004291,GT,0
100010050,10004310,"블루프리미엄",0
100011660,10004408,"기본형",0
100007923,10004441,LX,0
100008176,10004474,"가솔린",0
100008800,10004555,"GXDi (7인승)",0
100007039,10004582,"고급형 ",0
100007040,10004584,"고급형  ",0
100012143,10004669,"기본형",0
100010151,10004729,"GTE 살롱",0
100013278,10004755,"퍼펙트",0
100012151,10004800,"2.0 ROYALE 일반형",0
100007729,10004870,DLX,0
100009126,10005054,"브라운 에디션",0
100008032,10005070,STD,0
100008161,10005131,"5인 2WD 브라운에디션",0
100009052,10005131,"5인 4WD",0
100009601,10005140,"노블레스",0
100008260,10005161,"고급형",0
100008261,10005168,"고급형",0
100007071,10005169,"고급형",0
100007104,10003545,"기본형",0
100011093,10005309,"초장축",0
100007398,10005449,"스페셜에디션",0
100010406,10007285,"기본형",0
100010795,10008204,iL,0
100010744,10008337,"다이나믹 S-LINE",0
100011786,10003711,"LE 고급",0
100008731,10003719,"GD 고급형",0
100011766,10003724,"디럭스",0
100009021,10003776,1600,0
100008987,10003852,V6,0
100007321,10003864,"밸류",0
100009816,10004138,SLX,0
100011624,10004327,"최고급형",0
100007924,10004442,LX,0
100008874,10004556,"LXDi (7인승)",0
100008537,10004584,"최고급형  ",0
100012144,10004669,"스페셜",0
100010091,10004729,"GTE 포커스",0
100007044,10004757,"고급형",0
100009561,10004800,"2.0 EXCLUSIVE",0
100008433,10004957,"영업용 모범형",0
100007427,10004957,"영업용 고급형",0
100008543,10005054,"최고급형",0
100007054,10005111,"고급형",0
100007229,10005141,"노블레스",0
100008554,10005144,"최고급형",0
100007061,10005145,"고급형",0
100008563,10005169,"최고급형",0
100008022,10005455,STAR,0
100012191,10005455,"기본형",0
100006897,10006575,2WD,0
100009492,10006598,SES,0
100008926,10006599,SES,0
100010857,10007188,"디자인라인",0
100010860,10007188,"스포트 S-Line",0
100007337,10003713,"센스 LE",0
100010802,10008206,Li,0
100010803,10008207,i,0
100010804,10008207,Li,0
100007789,10003715,"GL 기본형",0
100007338,10003712,"센스 SD",0
100009366,10003719,"GD 슈퍼형",0
100009532,10003747,TR,0
100007932,10004162,LXDi,0
100011626,10004311,"모노최고급",0
100013250,10004442,TLX,0
100007831,10004445,GX,0
100009259,10004474,"코치 레인보우",0
100007186,10004557,"기본형",0
100008538,10004585,"최고급형  ",0
100009320,10004585,COOL,0
100007041,10004585,"고급형  ",0
100007359,10004675,"스마트",0
100010199,10004729,LS,0
100008644,10004757,"프리미엄",0
100007080,10004871,"글라스밴 DLX",0
100012142,10004895,"스마트팩",0
100011967,10004957,"장애우용 SE",0
100009849,10005054,VIP,0
100008548,10005111,"최고급형",0
100007059,10005143,"고급형",0
100008662,10005149,BROWN,0
100011974,10005169,"EZ SPECIAL",0
100007399,10005456,"스페셜에디션",0
100010092,10003719,"GV 슈퍼형",0
100008166,10005500,"7인",0
100008149,10006575,4WD,0
100007989,10006599,SE,0
100010362,10007188,"프레스티지",0
100010366,10007191,"슈프림",0
100008737,10003724,"GL 고급형",0
100009983,10003748,"LS 고급형",0
100009270,10003849,"터보엑시드",0
100008751,10003786,GLS,0
100009086,10003864,"디럭스",0
100009189,10003855,"인터쿨러엑시드",0
100009799,10003935,"MXL STYLE PACK",0
100010103,10003938,"MXL 고급형",0
100007621,10003951,"프리미엄",0
100009936,10003974,"프로 그랜드 살롱형",0
100009317,10003983,"CLUB 점보",0
100008960,10003993,"SVX 4WD",0
100010140,10003999,"판넬밴 GX 점보 터보인터쿨러",0
100013246,10004115,"Di SR 고급형",0
100007825,10004163,GX,0
100008982,10004291,TX,0
100008528,10004408,"최고급형",0
100007029,10004409,"고급형",0
100008868,10004445,LX,0
100007032,10004446,"고급형",0
100008232,10004557,"고급형",0
100007757,10004676,"ECO PLUS",0
100010218,10004729,ETi,0
100009758,10004729,GTE,0
100009973,10004729,"GTE 옵티마",0
100008856,10004787,LUXURY,0
100009026,10004800,"2.0 DIAMOND",0
100009277,10004871,"판넬밴 DLX",0
100011968,10004957,"장애우용 SE 플러스",0
100008553,10005143,"최고급형",0
100008557,10005150,"최고급형",0
100008725,10005172,"EZ SPECIAL",0
100007524,10005172,"최고급형",0
100007356,10003952,"스마트",0
100008741,10003961,"GL 고급형",0
100010749,10008342,"스포츠",0
100010750,10008343,"다이나믹",0
100008189,10003770,"고급형",0
100008732,10003778,GL,0
100009337,10003786,DOHC,0
100007133,10003810,"기본형",0
100008304,10003840,"디럭스",0
100010114,10003850,V6,0
100007276,10003865,"럭셔리",0
100010160,10003938,"MXL 최고급형",0
